,user,Date,text,likes
6198,@telugustop,"Aug 14, 2023 · 8:43 AM UTC","Delhi Police arrest man for stealing vehicles, demanding money from owners #Delhi #Dwarka #HarshaVardhan #Owners #Paytm dlvr.it/Stcgjb",0
6199,@sujithkannimel,"Aug 14, 2023 · 8:26 AM UTC",@SridharVarun @PaytmMoney @Paytmcare  again new ticket. What happened for my previous tickets. Don’t you ashamed? #paytm #paytmscam,0
6200,@amitdu7,"Aug 14, 2023 · 8:22 AM UTC","@vijayshekhar sir ko #paytm karo #Finance_with_Sejal IPO, Mutual Funds  @SridharVarun @PaytmMoney",0
6201,@gadgettimesnow,"Aug 14, 2023 · 8:14 AM UTC",Paytm launches Paytm Soundbox which can be used as a speaker also. How convenient will it be? Tell me in the comments! #paytm #paytmsoundbox #upi #payments #tech #gadgettimes,2
6202,@ETVBharatGJ,"Aug 14, 2023 · 8:13 AM UTC","ઓનલાઈન પેમેન્ટ ભૂલથી કોઈ બીજાના એકાઉન્ટમાં પેમેન્ટ કરી દીધું હોય, તો ગભરાશો નહીં, કરો આ કામ, વધુ માહિતી માટે ક્લિક કરો...  https://www.etvbharat.com/gujarati/gujarat/business/top-news/upi-online-payment-to-wrong-person-phonepe-paytm-google-pay-net-banking-how-to-get-money-back/gj20230814132304373373891 #UPIPayment #phonepe #Paytm #Googlepay #NetBanking",0
6203,@viewprosperity,"Aug 14, 2023 · 8:09 AM UTC",UPI Market Share! Follow us @viewprosperity for informative Updates! #phonepe #googlepay #paytm #transactions #upimarketshare #upi #merchants #marketshare #money #onlinemoney #viewprosperity #investinindia #instagram #facebook #linkedin #twitter,0
6204,@EconomicTimes,"Aug 14, 2023 · 8:03 AM UTC","#LeadStoryOnET |  Remember this 'traditional' approach while investing in new-age stocks like #Zomato, #Paytm https://economictimes.indiatimes.com/wealth/invest/remember-this-traditional-approach-while-investing-in-new-age-stocks-such-as-zomato-paytm/articleshow/102669930.cms",4
6205,@Dillipkumar2008,"Aug 14, 2023 · 6:48 AM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 37days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @RBI,2
6206,@raag30,"Aug 14, 2023 · 5:56 AM UTC",Here's how India has transformed from cash economy to digital economy within 9 years... While Chidu @PChidambaram_IN said how can a poor use digital medium as payment... Now at every nook & corner from trader to Street vendor is accepting digital payment 👍 #Paytm,0
6207,@dilli6onwheels,"Aug 14, 2023 · 5:41 AM UTC",#GharJaisaKhaana #mealcombo #thali #MultiCuisineRestaurant Meal For 2@Rs.400/-  Order Online: #Swiggy #zomato #magicpin #paytm #ondc #dilli6onwheels #lunch #dinner #googleindia #northindianfood #southindianfood #chinesecuisine #Gurgaon #delhi #franchise #foodie #fooddelivery,0
6208,@NTVBusinessIND,"Aug 14, 2023 · 5:38 AM UTC","తిరిగొచ్చిన పేటీఎం, జొమాటో, పాలసీబజార్ స్టాక్‌లు..  Watch Video>>> https://www.youtube.com/watch?v=wiLlTqq-dic #Paytm #zomato #policybazaar #food #delivery #shares #IPO #stakeholders #BSE #stocks #ivnestors #business #NTVBusinessIND",0
6209,@thexceo_vii,"Aug 14, 2023 · 5:13 AM UTC","Sir jo poor people hi unse aap charge na le apna brand promotion kr rhe hai is 15 aug free kr de  ise retail store #paytm ka grow aur v acha ho ga . Nhi Maine dekha hai bhut log Amazon per switch kr rhe ya bhartpy , gpay",0
6210,@IamRealChampion,"Aug 14, 2023 · 4:34 AM UTC",#AmazonIndia #Flipkart #Paytm #Myntra https://chat.whatsapp.com/BZYRBfGLmkKJw7TyGbnGFo  Min 60% Off On Kitchen Chimney Starts @4890.  https://amzn.to/3OU1SKp,0
6211,@IamRealChampion,"Aug 14, 2023 · 4:34 AM UTC",#AmazonIndia #Flipkart #Paytm #Myntra https://chat.whatsapp.com/BZYRBfGLmkKJw7TyGbnGFo  CARLTON LONDON SLIPPERS & FLIP FLOPS UPTO 74% OFF STARTING @ 259   fkrt.it/JGSyyGuuuN,0
6212,@IamRealChampion,"Aug 14, 2023 · 4:33 AM UTC",#AmazonIndia #Flipkart #Paytm #Myntra https://chat.whatsapp.com/BZYRBfGLmkKJw7TyGbnGFo  44% Off : Pigeon Capella LED Rechargeable Emergency Lamp with 2 x 1600 mAH Battery and 8 Hours Backup @599 https://amzn.to/47oS7ex,0
6213,@sburanchi,"Aug 14, 2023 · 4:10 AM UTC",Congratulations to Mr. Suman Kumar of BCA 2019-22 batch for his Final Placement in Paytm Services Pvt. Ltd. Wishing you a great career ahead!! #SBU #SBURanchi #CampusPlacement #FinalPlacement #BCA #BCAPlacement #paytm #Paytmservices,2
6214,@KungfuP34652313,"Aug 14, 2023 · 3:51 AM UTC",Anti statement ivvakapothey Gajan kmpd chesthadu vadiki. #paytm kukka brathuku,0
6215,@KungfuP34652313,"Aug 14, 2023 · 3:48 AM UTC","Adhi peekesi Lanjagan palace kattukuntunnadu, siggu ledhu #paytm mustollaki",1
6216,@KungfuP34652313,"Aug 14, 2023 · 3:47 AM UTC","Central govt itchina data adhi, #paytm batch whatsapp forward msg kadhu",0
6217,@KungfuP34652313,"Aug 14, 2023 · 3:46 AM UTC","Court lo dengulu thinadam guarantee, life of #paytm batch 🤣🚁",0
6218,@KungfuP34652313,"Aug 14, 2023 · 3:45 AM UTC",#paytm gangs,0
6219,@SarkarSupremacy,"Aug 14, 2023 · 3:45 AM UTC",#Paytm,8
6220,@KaranBhagtani1,"Aug 14, 2023 · 3:38 AM UTC",#PAYTM  - Still a early Stage 2 stock - Moves are rarely linear but it gives multiple entries before moving up - A good shakeout below all KEY DMA's - PCP(Price contraction pattern) with volume dry-up  #stockmarketindia #nifty50 #breakoutstocks #equity #trading #investing,1
6221,@StockInvesta,"Aug 14, 2023 · 3:14 AM UTC",#Morning #Update  Get update on Telegram https://t.me/stockinvesta #StockMarket #banknifty #StocksToBuy #sharemarket #Reliance #Stocks #StocksInFocus #Paytm #Zerodha #Adani #USFutures #BREAKOUTSTOCKS #ZEE #AdaniEnt #AdaniPorts #ONGC #NMDC #NBCC #Eveready #NIACL #IRFC #RVNL #Monday,5
6222,@Kapilde02684376,"Aug 14, 2023 · 3:05 AM UTC",Paytm chor h sound box bnd krane ke baad bhi mere 250 rs kat liye jo ki abhi tk refund nhi aaye #paytm #paytmchor #paytmcare,0
6223,@RupeeChanger,"Aug 14, 2023 · 3:00 AM UTC",Daily E-Currency Price Update 14 August 2023 | RupeeChanger - #Perfect_Money Certified Exchanger in India            #upi_to_perfect_money #paytm_to_Perfect_money #perfect_money_exchanger #Payeer #Paytm #Webmoney https://rupeechanger.com,0
6224,@KREMS9,"Aug 14, 2023 · 2:29 AM UTC",అర్దము అయ్యిందా రాజా#rajinikanth #trendingshorts #pspk #tdp #ycp #paytm ... https://youtube.com/shorts/XXsaGZcrMpc?feature=shareb via @YouTube,0
6225,@MunnaKh77434698,"Aug 14, 2023 · 12:56 AM UTC","i'll Try Sbi App Login Before 2 month but same isaued, Currenty we are unable to process your request, you hold recently made a contactc change request that wash processed within the last 30days. Please try agian 30 day, Extra Amount Add  #Paytm SBI Credit Card #SBI Bank #RBI",0
6226,@Shubhu0194,"Aug 20, 2023 · 11:45 PM UTC",Thinking of covering stocks like #itc #paytm #lic in deeper details in coming days. Stay connected   #stocks #stockmarkets #StocksInFocus,0
6227,@Jobsposta,"Aug 20, 2023 · 6:29 PM UTC",#paytm is hiring Sales- Team Lead in #ahmedabad #gujarat. #onsite work. #onsite job description    Apply here>> https://buff.ly/3KEQMGE or find more #lending jobs at Paytm . Follow us for more Lending jobs,0
6228,@IamRealChampion,"Aug 20, 2023 · 6:20 PM UTC",#AmazonIndia #Flipkart #RinkuSingh #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  ❤️‍🔥Rajasthani leather shoes ❤️‍🔥 PRICE 266 only  🔗 fkrt.it/ahpSIYuuuN,0
6229,@dreamgirl220880,"Aug 20, 2023 · 6:09 PM UTC",Open sky 🌌 and brown sand  cover  sath mein ye sunset 🌅 ise chhoo lena chahti hu ❤️❤️ @PaytmTravel #worldphotographyday #giveaway #contestalert #dubai #paytmtravel #paytm #travel join @shymunda24 @sharmadaksh654 @kapoordeepak02,0
6230,@iamakashkumar1,"Aug 20, 2023 · 5:32 PM UTC","Proud moment for India.  Bhut saalo baad dekha jb log bhar se aakr India ke innovation aise dekh rhe hai.  Aage badhta rahe India, Aise hi chlta rahe India.  #India #Germany #DigitalTransformation #Paytm",1
6231,@Bipitter,"Aug 20, 2023 · 5:31 PM UTC",Finlly after a long time... Watched movie Gaddar 2 in NY Cinema Bhuj. It was as per expected specially from Sunni  Deol. #Gadar2 #Paytm,4
6232,@IamRealChampion,"Aug 20, 2023 · 5:11 PM UTC",#AmazonIndia #Flipkart #RinkuSingh #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Grabb 217 https://amzn.to/3P2X1qa,0
6233,@IamRealChampion,"Aug 20, 2023 · 5:10 PM UTC",#AmazonIndia #Flipkart #RinkuSingh #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  KHYATI KURTIES WOMEN'S TOPS UPTO 79% OFF STARTING @ 206   fkrt.it/OtFaIFNNNN,0
6234,@IamRealChampion,"Aug 20, 2023 · 5:10 PM UTC","#AmazonIndia #Flipkart #RinkuSingh #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  VGR V-439 Professional Hair Dryer (1600 W, Black) @ 799   fkrt.it/Oy0ZqDNNNN",0
6235,@chawla_paras,"Aug 20, 2023 · 5:07 PM UTC","📊 #UPI Transaction Volume Breakdown (June 2023):  1.#PhonePe: 47.2% 📱💼 2.#GooglePay: 34.6% 📲💳 3.#Paytm: 13.8% 📦💰 4.#CREDPay: 0.78% 💳✨ 5.#AmazonPay: 0.56% 🛒💸 Other Banking Apps: 2.98% 🏦📈  Together, the top 5 UPI Apps control a whopping 97.02% of the market share! 📊🤝 #NPCI",4
6236,@abhi567263,"Aug 20, 2023 · 5:02 PM UTC","@Paytm @Paytmcare 👎👎 you are doing scam. Iam waiting from 8 days to get last card. Done so many transactions & bill , recharge payments but didn't get boxer stamp. You are cheating your customers. I'm done, my patience is over👎 Paytm is waste of time. #Scam #paytm",0
6237,@grlRjn30,"Aug 20, 2023 · 4:30 PM UTC",#WorldPhotographyDay #Giveaway #ContestAlert #Dubai #PaytmTravel #Paytm #Travel My dream to travel Dubai,0
6238,@Matkomadam,"Aug 20, 2023 · 4:13 PM UTC",It's time to go long on paytm a stage 2 candidate  Stop loss 823 Not a recommendation  For education purpose only #paytm #trading,0
6239,@IamRealChampion,"Aug 20, 2023 · 4:08 PM UTC",#AmazonIndia #Flipkart #INDvsIRE #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Women's Saree Starts @269.   fkrt.it/aDZDVYuuuN,0
6240,@IamRealChampion,"Aug 20, 2023 · 4:08 PM UTC","#AmazonIndia #Flipkart #INDvsIRE #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  POCO C51 mobile (Power Black, 64 GB) @ 5849    fkrt.it/aDAm2YuuuN",0
6241,@IamRealChampion,"Aug 20, 2023 · 4:08 PM UTC",#AmazonIndia #Flipkart #INDvsIRE #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Neckbands & Earbuds Under999   fkrt.it/aDbpJjuuuN,0
6242,@Mohit01251,"Aug 20, 2023 · 4:07 PM UTC",Germany's federal minister for digital and transport volker wissing on sunday used unified payments interface (upi) to buy vegetables from roadside.  He was 'very fascinated' by the experience. #Germany #Germany #UPIPayment #upi #development #India #Paytm #rupees #Rupee #upi,1
6243,@rewataraj,"Aug 20, 2023 · 4:07 PM UTC",It said that its temporary but is it really? Seems like forever #paytm,0
6244,@bhilaibabu,"Aug 20, 2023 · 3:58 PM UTC","Time to salute the far sighted ness of @NandanNilekani  - who saw convergence of Bank accounts, Aadhaar card and cheap internet leading to designing the unique product of far-reaching-consequences.  🙏🙏🙏 @INCIndia @RahulGandhi #Paytm #UPIPayment #NandanNilekini",0
6245,@Shubhu0194,"Aug 20, 2023 · 3:22 PM UTC",If you are invested into #itc #lic #paytm #yesbank #idea then don't worry. These are good investments for the future. I hope you get a good exit point.,0
6246,@IamRealChampion,"Aug 20, 2023 · 3:16 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Fire-Boltt Talk Bluetooth Calling Smartwatch @1299 fkrt.it/aj9JVYuuuN,0
6247,@IamRealChampion,"Aug 20, 2023 · 3:16 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  SAFFOLA ACTIVE REFINED COOKING RICE BRAN & SOYABEAN BLENDED OIL POUCH(4 X 1 L)  @500 fkrt.it/aHjUUjuuuN,0
6248,@IamRealChampion,"Aug 20, 2023 · 3:15 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Myntra Loot : Buy any 3 items @ 999   + Additional discount using below codes  Codes : FESTIVE | STEAL20 | CAXTRA15  Masterlink : https://bit.ly/45Ch3x8  Men : https://bit.ly/3YJpnZL,0
6249,@IamRealChampion,"Aug 20, 2023 · 3:15 PM UTC","#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  BOROPLUS ANTISEPTIC + MOISTURISING SOAP - NEEM, EUCALYPTUS & HONEY @215 fkrt.it/O7MxFtNNNN",0
6250,@Dillipkumar2008,"Aug 20, 2023 · 2:34 PM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 44days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @RBI,2
6251,@Dillipkumar2008,"Aug 20, 2023 · 2:34 PM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 44days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @RBI,2
6252,@Dillipkumar2008,"Aug 20, 2023 · 2:33 PM UTC",#Paytm and @abcapital goons used very bad language over the phone on behalf of the Post Paid loan balance. Which I already paid with interest and charges. Requesting justice for using bad language form last 44days. Did @Paytm have Humanity?? @vijayshekhar  CC @PMOIndia @RBI,4
6253,@priyapandey1999,"Aug 20, 2023 · 2:06 PM UTC","पहले विदेश जाकर कुछ #Indians हैरान होते थे, अब विदेश से लोग #India आकर हैरान होते हैं.  @Paytm यूज करने के बाद #Germany के फेडरल डिजिटल और ट्रांसपोर्ट मिनिस्टर @Wissing का रिएक्शन देखिए  #DigitalIndia #paytm",1
6254,@BiharPurNews,"Aug 20, 2023 · 1:49 PM UTC","जर्मन संघीय डिजिटल और परिवहन मंत्री वोल्कर विसिंग, जो G20 बैठक के लिए भारत के दक्षिणी शहर बेंगलुरु में थे, सब्जियां खरीदने के लिए @Paytm का उपयोग किया।UPI की लोकप्रियता को समझ सकते हैं आप।। #paytm #UPIPayment #Luna25",4
6255,@jindalmohit,"Aug 20, 2023 · 1:48 PM UTC",#paytm  Paytm karo..,6
6256,@IamRealChampion,"Aug 20, 2023 · 1:39 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  🔥 XYXX  Sale  🇮🇳  Create Your Own Combo :  Buy 3 @ ₹599 OR   Buy 4 @ ₹799 OR   Buy 5 @ ₹999   Trunk - https://bit.ly/3QKNDJ6  Brief - https://bit.ly/45DxvNZ  Vest - https://bit.ly/3KN1b36,0
6257,@IamRealChampion,"Aug 20, 2023 · 1:39 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Big Size Waterproof Backpack @375 fkrt.it/alqJJjuuuN  Extra ₹15 Off On UPI Payment,0
6258,@IamRealChampion,"Aug 20, 2023 · 1:38 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Ambrane Calling Smartwatch Starts at 999.   fkrt.it/O6IQBFNNNN  Branded Smartwatch Starts at 999.  Noise :  fkrt.it/aosYUjuuuN Fire-Boltt :  fkrt.it/aooIyYuuuN,0
6259,@IamRealChampion,"Aug 20, 2023 · 1:38 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Loot 999  fkrt.it/aoYrxYuuuN,0
6260,@IamRealChampion,"Aug 20, 2023 · 1:37 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk… fkrt.it/O6JjuFNNNN  Specific location,0
6261,@IamRealChampion,"Aug 20, 2023 · 1:37 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Lieo Trend Printed T-Shirt Starts ₹199    fkrt.it/O12cDENNNN,0
6262,@IamRealChampion,"Aug 20, 2023 · 1:37 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  Dmp Fashion Women's Tops upto 82% off starting @ 275    fkrt.it/O1jDUENNNN,0
6263,@IamRealChampion,"Aug 20, 2023 · 1:36 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  50% Off : Park Avenue Good Morning Grooming Kit @312 https://amzn.to/3OGpAbS,0
6264,@IamRealChampion,"Aug 20, 2023 · 1:36 PM UTC",#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  96 https://amzn.to/45htYF1,0
6265,@IamRealChampion,"Aug 20, 2023 · 1:35 PM UTC","#AmazonIndia #Flipkart #AdvanceHBDJanaSenani #Paytm #Myntra chat.whatsapp.com/BZYRBfGLmk…  HAVELLS HC4075 Personal Care Appliance Combo (Hair Straightener, Hair Dryer) @ 1499   fkrt.it/OXFGIENNNN",0
6266,@nxt_billionaire,"Aug 20, 2023 · 1:10 PM UTC",क्या लगता है...!!! कल #paytm में कितनी गिरावट हो सकती है ?? 🤔,14
6267,@AnkitBaiyanpu,"Aug 20, 2023 · 1:08 PM UTC","जर्मन संघीय डिजिटल और परिवहन मंत्री वोल्कर विसिंग, जो G20 बैठक के लिए भारत के दक्षिणी शहर बेंगलुरु में थे, सब्जियां खरीदने के लिए @Paytm का उपयोग किया।UPI की लोकप्रियता को समझ सकते हैं आप।। #paytm #UPIPayment #Luna25",2
